no	coord	coordx	coordy	median.elevation	forest.percent	water.percent
38161	764196	764	196	1511	66	2
38162	764197	764	197	1553	67	1
38163	764198	764	198	1628	33	0
38164	764199	764	199	1459	28	1
38165	764200	764	200	1173	62	3
38166	764201	764	201	1273	38	0
38167	764202	764	202	1105	38	0
38168	764203	764	203	955	74	0
38169	764204	764	204	566	46	3
38170	764205	764	205	1020	56	0
38171	764206	764	206	1243	28	0
38172	764207	764	207	1564	25	0
38173	764208	764	208	1962	3	0
38174	764209	764	209	2145	0	0
38175	764210	764	210	1972	7	0
38176	764211	764	211	1727	53	0
38177	764212	764	212	1918	6	0
38178	764213	764	213	2081	0	2
38179	764214	764	214	2327	0	0
38180	764247	764	247	414	0	6
38181	764248	764	248	413	5	6
38182	764249	764	249	410	0	1
38183	764250	764	250	409	0	4
38184	764251	764	251	407	0	6
38185	764252	764	252	406	8	0
38186	764253	764	253	453	36	0
38187	764254	764	254	416	13	0
38188	764255	764	255	420	10	1
38189	764256	764	256	642	25	0
38190	764257	764	257	575	49	0
38191	764258	764	258	413	18	2
38192	764259	764	259	400	0	5
38193	765129	765	129	2947	0	0
38194	765130	765	130	2253	0	0
38195	765131	765	131	1895	18	0
38196	765132	765	132	1527	62	6
38197	765133	765	133	1524	63	0
38198	765134	765	134	1029	47	3
38199	765135	765	135	1219	67	4
38200	765136	765	136	1792	67	0
38201	765137	765	137	2370	1	1
38202	765138	765	138	2932	0	0
38203	765139	765	139	2526	0	7
38204	765140	765	140	2556	0	4
38205	765141	765	141	2794	0	0
38206	765142	765	142	2642	0	1
38207	765143	765	143	2448	0	3
38208	765144	765	144	2253	0	4
38209	765145	765	145	2229	0	1
38210	765146	765	146	2547	0	2
38211	765147	765	147	2767	0	2
38212	765148	765	148	2869	0	0
38213	765149	765	149	2743	0	0
38214	765150	765	150	2577	0	0
38215	765151	765	151	2274	0	2
38216	765152	765	152	2218	1	0
38217	765153	765	153	1953	25	4
38218	765154	765	154	2183	3	0
38219	765155	765	155	2373	0	0
38220	765156	765	156	2545	0	0
38221	765157	765	157	2227	6	1
38222	765158	765	158	2051	16	2
38223	765159	765	159	2085	12	0
38224	765160	765	160	1796	76	0
38225	765161	765	161	1417	71	0
38226	765162	765	162	1196	3	4
38227	765163	765	163	1243	21	0
38228	765164	765	164	1289	54	0
38229	765165	765	165	1541	76	0
38230	765166	765	166	1623	68	1
38231	765167	765	167	1906	60	0
38232	765168	765	168	1708	82	0
38233	765169	765	169	1131	91	2
38234	765170	765	170	977	14	1
38235	765171	765	171	1330	58	0
38236	765172	765	172	1795	67	0
38237	765173	765	173	2222	27	1
38238	765174	765	174	2461	0	0
38239	765175	765	175	2605	0	0
38240	765176	765	176	2476	0	0
38241	765177	765	177	2465	0	1
38242	765178	765	178	2607	0	0
38243	765179	765	179	2791	0	0
38244	765180	765	180	2599	0	0
38245	765181	765	181	2513	0	0
38246	765182	765	182	2359	0	0
38247	765183	765	183	2194	0	1
38248	765184	765	184	2173	0	0
38249	765185	765	185	1836	30	1
38250	765186	765	186	1550	49	0
38251	765187	765	187	1320	28	1
38252	765188	765	188	887	90	7
38253	765189	765	189	1059	30	0
38254	765190	765	190	1320	37	1
38255	765191	765	191	1587	36	1
38256	765192	765	192	1956	0	3
38257	765193	765	193	2213	0	1
38258	765194	765	194	1886	18	2
38259	765195	765	195	1791	45	1
38260	765196	765	196	1866	42	1
38261	765197	765	197	1832	23	0
38262	765198	765	198	1482	52	1
38263	765199	765	199	1261	35	4
38264	765200	765	200	1190	57	4
38265	765201	765	201	1038	59	1
38266	765202	765	202	993	42	2
38267	765203	765	203	936	62	1
38268	765204	765	204	824	63	2
38269	765205	765	205	998	74	1
38270	765206	765	206	1152	13	0
38271	765207	765	207	1492	39	0
38272	765208	765	208	1904	12	0
38273	765209	765	209	2085	0	0
38274	765210	765	210	1921	4	1
38275	765211	765	211	1642	29	3
38276	765212	765	212	1700	3	0
38277	765213	765	213	2095	0	0
38278	765214	765	214	2357	0	0
38279	765248	765	248	417	0	13
38280	765249	765	249	411	0	10
38281	765250	765	250	408	0	0
38282	765251	765	251	407	0	2
38283	765252	765	252	406	1	3
38284	765253	765	253	406	0	0
38285	765254	765	254	404	0	1
38286	765255	765	255	404	0	1
38287	765256	765	256	486	11	0
38288	765257	765	257	481	46	0
38289	765258	765	258	402	0	2
38290	766129	766	129	2780	0	0
38291	766130	766	130	2086	0	0
38292	766131	766	131	1741	41	8
38293	766132	766	132	1907	32	2
38294	766133	766	133	1665	41	0
38295	766134	766	134	1143	77	1
38296	766135	766	135	1098	55	2
38297	766136	766	136	1697	75	0
38298	766137	766	137	2382	2	1
38299	766138	766	138	2506	0	0
38300	766139	766	139	2414	0	0
38301	766140	766	140	2209	0	2
38302	766141	766	141	2698	0	2
38303	766142	766	142	2827	0	1
38304	766143	766	143	2535	0	1
38305	766144	766	144	2576	0	2
38306	766145	766	145	2670	0	1
38307	766146	766	146	2584	0	3
38308	766147	766	147	2677	0	1
38309	766148	766	148	2732	0	0
38310	766149	766	149	2623	0	1
38311	766150	766	150	2508	0	2
38312	766151	766	151	2549	0	1
38313	766152	766	152	2313	0	0
38314	766153	766	153	2088	19	0
38315	766154	766	154	1787	70	0
38316	766155	766	155	2005	28	0
38317	766156	766	156	2078	17	0
38318	766157	766	157	1865	41	0
38319	766158	766	158	1719	64	2
38320	766159	766	159	1767	76	0
38321	766160	766	160	1460	93	0
38322	766161	766	161	1233	33	2
38323	766162	766	162	1313	42	0
38324	766163	766	163	1535	83	1
38325	766164	766	164	1726	93	0
38326	766165	766	165	2029	45	0
38327	766166	766	166	2115	19	0
38328	766167	766	167	2100	21	0
38329	766168	766	168	1637	75	0
38330	766169	766	169	1275	87	0
38331	766170	766	170	925	39	3
38332	766171	766	171	1262	80	0
38333	766172	766	172	1571	72	1
38334	766173	766	173	1935	86	0
38335	766174	766	174	2299	3	0
38336	766175	766	175	2464	0	0
38337	766176	766	176	2575	0	0
38338	766177	766	177	2659	0	0
38339	766178	766	178	2814	0	0
38340	766179	766	179	2586	0	1
38341	766180	766	180	2397	0	0
38342	766181	766	181	2494	0	0
38343	766182	766	182	2289	0	2
38344	766183	766	183	2004	11	1
38345	766184	766	184	1866	24	3
38346	766185	766	185	1696	32	1
38347	766186	766	186	1489	80	3
38348	766187	766	187	1255	65	1
38349	766188	766	188	958	76	5
38350	766189	766	189	1142	64	0
38351	766190	766	190	1504	54	0
38352	766191	766	191	1832	26	0
38353	766192	766	192	2131	0	0
38354	766193	766	193	2259	0	0
38355	766194	766	194	1904	6	2
38356	766195	766	195	1716	14	1
38357	766196	766	196	1625	18	1
38358	766197	766	197	1418	42	6
38359	766198	766	198	1350	37	3
38360	766199	766	199	1303	29	0
38361	766200	766	200	1223	49	1
38362	766201	766	201	1250	38	0
38363	766202	766	202	1174	42	0
38364	766203	766	203	945	67	0
38365	766204	766	204	736	41	2
38366	766205	766	205	778	56	1
38367	766206	766	206	1054	11	0
38368	766207	766	207	1319	16	0
38369	766208	766	208	1571	25	0
38370	766209	766	209	1785	15	0
38371	766210	766	210	1795	26	0
38372	766211	766	211	1506	57	4
38373	766212	766	212	1734	14	0
38374	766213	766	213	2207	0	0
38375	766248	766	248	416	1	0
38376	766249	766	249	410	4	5
38377	766250	766	250	408	1	10
38378	766251	766	251	406	0	11
38379	766252	766	252	406	0	4
38380	766253	766	253	405	0	2
38381	766254	766	254	404	0	11
38382	766255	766	255	404	0	8
38383	766256	766	256	411	4	9
38384	766257	766	257	401	8	2
38385	766258	766	258	402	2	1
38386	767128	767	128	3134	0	0
38387	767129	767	129	2785	0	0
38388	767130	767	130	2321	0	0
38389	767131	767	131	2189	1	0
38390	767132	767	132	2360	1	0
38391	767133	767	133	1914	16	0
38392	767134	767	134	1250	71	4
38393	767135	767	135	1079	45	5
38394	767136	767	136	1411	77	0
38395	767137	767	137	2106	4	0
38396	767138	767	138	2369	0	0
38397	767139	767	139	2246	0	4
38398	767140	767	140	2101	0	0
38399	767141	767	141	2604	0	0
38400	767142	767	142	2650	0	0
38401	767143	767	143	2631	0	1
38402	767144	767	144	2589	0	2
38403	767145	767	145	2418	0	2
38404	767146	767	146	2417	0	4
38405	767147	767	147	2447	0	1
38406	767148	767	148	2434	0	3
38407	767149	767	149	2328	0	1
38408	767150	767	150	2300	0	1
38409	767151	767	151	2218	0	0
38410	767152	767	152	2023	34	0
38411	767153	767	153	1792	70	0
38412	767154	767	154	1585	55	1
38413	767155	767	155	1549	49	1
38414	767156	767	156	1545	65	2
38415	767157	767	157	1464	53	6
38416	767158	767	158	1450	17	7
38417	767159	767	159	1463	63	2
38418	767160	767	160	1299	53	1
38419	767161	767	161	1459	61	0
38420	767162	767	162	1844	65	0
38421	767163	767	163	2003	22	0
38422	767164	767	164	2041	61	0
38423	767165	767	165	2284	10	0
38424	767166	767	166	2450	0	0
38425	767167	767	167	2047	22	0
38426	767168	767	168	1778	81	0
38427	767169	767	169	1253	79	0
38428	767170	767	170	957	51	3
38429	767171	767	171	1100	75	2
38430	767172	767	172	1390	70	0
38431	767173	767	173	1752	91	0
38432	767174	767	174	1950	40	2
38433	767175	767	175	2152	4	4
38434	767176	767	176	2371	0	3
38435	767177	767	177	2464	0	5
38436	767178	767	178	2583	0	1
38437	767179	767	179	2561	0	0
38438	767180	767	180	2282	0	0
38439	767181	767	181	2293	0	0
38440	767182	767	182	2250	0	0
38441	767183	767	183	2340	0	0
38442	767184	767	184	2298	0	0
38443	767185	767	185	2115	0	0
38444	767186	767	186	1742	50	0
38445	767187	767	187	1240	75	2
38446	767188	767	188	1052	69	6
38447	767189	767	189	1205	42	4
38448	767190	767	190	1550	57	0
38449	767191	767	191	1774	13	1
38450	767192	767	192	2217	0	0
38451	767193	767	193	2345	0	1
38452	767194	767	194	2243	0	0
38453	767195	767	195	1835	4	1
38454	767196	767	196	1578	32	3
38455	767197	767	197	1582	46	4
38456	767198	767	198	1710	48	0
38457	767199	767	199	1677	37	1
38458	767200	767	200	1495	56	1
38459	767201	767	201	1615	38	0
38460	767202	767	202	1494	30	2
38461	767203	767	203	1184	26	0
38462	767204	767	204	682	43	1
38463	767205	767	205	619	17	3
38464	767206	767	206	850	22	1
38465	767207	767	207	1077	19	0
38466	767208	767	208	1299	57	0
38467	767209	767	209	1385	62	1
38468	767210	767	210	1437	70	0
38469	767211	767	211	1336	59	2
38470	767212	767	212	1751	6	0
38471	767213	767	213	2225	0	0
38472	767214	767	214	2328	0	0
38473	767248	767	248	413	0	4
38474	767249	767	249	410	0	2
38475	767250	767	250	408	0	0
38476	767251	767	251	406	0	4
38477	767252	767	252	408	5	11
38478	767253	767	253	405	0	6
38479	767257	767	257	402	1	5
38480	767258	767	258	402	0	4
38481	768128	768	128	3153	0	0
38482	768129	768	129	2986	0	0
38483	768130	768	130	2903	0	0
38484	768131	768	131	2679	0	0
38485	768132	768	132	2766	0	0
38486	768133	768	133	2274	7	0
38487	768134	768	134	1637	67	1
38488	768135	768	135	1097	66	2
38489	768136	768	136	1238	65	1
38490	768137	768	137	1733	55	0
38491	768138	768	138	2127	0	0
38492	768139	768	139	2378	0	0
38493	768140	768	140	1958	7	3
38494	768141	768	141	2304	0	1
38495	768142	768	142	2439	0	1
38496	768143	768	143	2385	0	3
38497	768144	768	144	2528	0	0
38498	768145	768	145	2396	0	3
38499	768146	768	146	2172	0	1
38500	768147	768	147	2108	0	2
38501	768148	768	148	2277	0	1
38502	768149	768	149	2059	5	0
38503	768150	768	150	1897	14	0
38504	768151	768	151	1855	42	20
38505	768152	768	152	1678	12	76
38506	768153	768	153	1697	46	18
38507	768154	768	154	1636	28	1
38508	768155	768	155	1809	48	0
38509	768156	768	156	1871	75	1
38510	768157	768	157	1852	70	0
38511	768158	768	158	1713	75	1
38512	768159	768	159	1688	100	0
38513	768160	768	160	1604	89	0
38514	768161	768	161	1641	57	0
38515	768162	768	162	1988	5	1
38516	768163	768	163	2315	0	0
38517	768164	768	164	2422	0	0
38518	768165	768	165	2707	0	0
38519	768166	768	166	2415	0	0
38520	768167	768	167	2178	2	0
38521	768168	768	168	1859	65	0
38522	768169	768	169	1429	88	0
38523	768170	768	170	963	65	2
38524	768171	768	171	1128	16	0
38525	768172	768	172	1337	56	0
38526	768173	768	173	1610	49	3
38527	768174	768	174	1841	73	1
38528	768175	768	175	2210	9	0
38529	768176	768	176	2472	0	0
38530	768177	768	177	2344	0	2
38531	768178	768	178	2434	0	2
38532	768179	768	179	2598	0	0
38533	768180	768	180	2182	0	6
38534	768181	768	181	2030	0	6
38535	768182	768	182	2045	0	0
38536	768183	768	183	2174	0	0
38537	768184	768	184	2394	0	1
38538	768185	768	185	2189	0	0
38539	768186	768	186	1885	46	0
38540	768187	768	187	1408	75	1
38541	768188	768	188	1088	56	4
38542	768189	768	189	1295	13	0
38543	768190	768	190	1640	14	0
38544	768191	768	191	1904	6	0
38545	768192	768	192	2235	0	0
38546	768193	768	193	2164	0	1
38547	768194	768	194	2206	0	1
38548	768195	768	195	2180	2	0
38549	768196	768	196	1981	15	0
38550	768197	768	197	1944	14	2
38551	768198	768	198	1872	3	0
38552	768199	768	199	1702	34	0
38553	768200	768	200	1722	26	0
38554	768201	768	201	1750	12	0
38555	768202	768	202	1616	48	0
38556	768203	768	203	1213	50	0
38557	768204	768	204	731	76	0
38558	768205	768	205	628	4	1
38559	768206	768	206	847	48	1
38560	768207	768	207	913	81	5
38561	768208	768	208	1028	75	2
38562	768209	768	209	1132	72	0
38563	768210	768	210	1190	75	0
38564	768211	768	211	1464	76	1
38565	768212	768	212	1647	24	1
38566	768213	768	213	1953	0	0
38567	768214	768	214	2235	0	0
38568	768249	768	249	410	1	5
38569	768250	768	250	409	4	8
38570	768251	768	251	410	2	8
38571	769128	769	128	2988	0	0
38572	769129	769	129	2605	0	0
38573	769130	769	130	2490	0	0
38574	769131	769	131	2500	0	0
38575	769132	769	132	2519	0	0
38576	769133	769	133	2313	0	23
38577	769134	769	134	2131	10	6
38578	769135	769	135	1433	91	2
38579	769136	769	136	1188	56	8
38580	769137	769	137	1533	78	1
38581	769138	769	138	2072	1	0
38582	769139	769	139	2282	0	0
38583	769140	769	140	1909	6	3
38584	769141	769	141	2198	0	1
38585	769142	769	142	2399	0	0
38586	769143	769	143	2309	0	2
38587	769144	769	144	2213	0	3
38588	769145	769	145	2321	0	2
38589	769146	769	146	2225	0	0
38590	769147	769	147	2054	3	0
38591	769148	769	148	1906	8	2
38592	769149	769	149	1826	35	4
38593	769150	769	150	1758	72	4
38594	769151	769	151	1766	37	25
38595	769152	769	152	1913	53	4
38596	769153	769	153	1958	53	0
38597	769154	769	154	1952	24	1
38598	769155	769	155	1956	5	1
38599	769156	769	156	2066	0	0
38600	769157	769	157	2284	0	0
38601	769158	769	158	2114	17	4
38602	769159	769	159	1991	27	0
38603	769160	769	160	1882	34	1
38604	769161	769	161	1711	40	2
38605	769162	769	162	1956	9	0
38606	769163	769	163	2349	0	0
38607	769164	769	164	2631	0	1
38608	769165	769	165	2727	0	0
38609	769166	769	166	2367	0	0
38610	769167	769	167	2045	3	2
38611	769168	769	168	1700	70	4
38612	769169	769	169	1460	79	0
38613	769170	769	170	1019	72	2
38614	769171	769	171	1025	14	3
38615	769172	769	172	1291	67	0
38616	769173	769	173	1713	97	0
38617	769174	769	174	1778	74	0
38618	769175	769	175	2001	46	0
38619	769176	769	176	2377	1	0
38620	769177	769	177	2529	0	0
38621	769178	769	178	2166	4	2
38622	769179	769	179	2240	5	0
38623	769180	769	180	2384	2	0
38624	769181	769	181	2140	0	0
38625	769182	769	182	1883	0	2
38626	769183	769	183	1997	2	0
38627	769184	769	184	2176	0	0
38628	769185	769	185	2183	0	0
38629	769186	769	186	1929	45	0
38630	769187	769	187	1513	90	1
38631	769188	769	188	1122	52	2
38632	769189	769	189	1360	44	0
38633	769190	769	190	1601	34	4
38634	769191	769	191	1880	0	1
38635	769192	769	192	2173	0	0
38636	769193	769	193	2026	0	3
38637	769194	769	194	1963	5	1
38638	769195	769	195	2068	4	0
38639	769196	769	196	1878	19	2
38640	769197	769	197	1656	43	1
38641	769198	769	198	1583	54	0
38642	769199	769	199	1420	29	1
38643	769200	769	200	1640	31	0
38644	769201	769	201	1652	34	0
38645	769202	769	202	1600	28	0
38646	769203	769	203	1373	47	0
38647	769204	769	204	769	69	2
38648	769205	769	205	715	14	0
38649	769206	769	206	986	6	0
38650	769207	769	207	1265	67	0
38651	769208	769	208	1275	56	3
38652	769209	769	209	1527	55	0
38653	769210	769	210	1338	78	2
38654	769211	769	211	1565	65	1
38655	769212	769	212	1694	31	4
38656	769213	769	213	1920	2	1
38657	769214	769	214	2461	0	0
38658	770128	770	128	3048	0	0
38659	770129	770	129	2666	0	0
38660	770130	770	130	2530	0	0
38661	770131	770	131	2357	0	4
38662	770132	770	132	2223	0	40
38663	770133	770	133	2200	0	45
38664	770134	770	134	2063	14	8
38665	770135	770	135	1593	37	3
38666	770136	770	136	1367	75	6
38667	770137	770	137	1378	53	6
38668	770138	770	138	1561	54	3
38669	770139	770	139	1696	39	1
38670	770140	770	140	1737	38	5
38671	770141	770	141	2139	0	2
38672	770142	770	142	2550	0	2
38673	770143	770	143	2468	0	4
38674	770144	770	144	2236	0	1
38675	770145	770	145	2119	0	3
38676	770146	770	146	1993	0	0
38677	770147	770	147	1922	2	1
38678	770148	770	148	1847	13	2
38679	770149	770	149	2069	6	0
38680	770150	770	150	2153	5	0
38681	770151	770	151	2168	1	0
38682	770152	770	152	2170	0	0
38683	770153	770	153	2177	0	1
38684	770154	770	154	2094	0	0
38685	770155	770	155	2175	0	0
38686	770156	770	156	2265	0	0
38687	770157	770	157	2406	0	1
38688	770158	770	158	2419	0	0
38689	770159	770	159	2209	1	1
38690	770160	770	160	2074	6	0
38691	770161	770	161	1923	46	0
38692	770162	770	162	2321	0	3
38693	770163	770	163	2553	0	1
38694	770164	770	164	2596	0	2
38695	770165	770	165	2499	0	3
38696	770166	770	166	2441	0	0
38697	770167	770	167	2188	9	0
38698	770168	770	168	2059	68	0
38699	770169	770	169	1769	95	0
38700	770170	770	170	1310	86	0
38701	770171	770	171	976	30	3
38702	770172	770	172	1153	48	1
38703	770173	770	173	1457	82	1
38704	770174	770	174	1575	82	3
38705	770175	770	175	1834	87	0
38706	770176	770	176	2285	4	0
38707	770177	770	177	2627	0	0
38708	770178	770	178	2417	0	2
38709	770179	770	179	2146	3	3
38710	770180	770	180	1940	20	3
38711	770181	770	181	2167	9	0
38712	770182	770	182	1813	35	1
38713	770183	770	183	1870	34	0
38714	770184	770	184	1931	31	0
38715	770185	770	185	2084	1	1
38716	770186	770	186	2031	23	0
38717	770187	770	187	1566	98	1
38718	770188	770	188	1179	55	10
38719	770189	770	189	1384	17	2
38720	770190	770	190	1696	75	1
38721	770191	770	191	1996	10	3
38722	770192	770	192	2186	0	0
38723	770193	770	193	2101	0	0
38724	770194	770	194	1697	16	1
38725	770195	770	195	1691	36	0
38726	770196	770	196	1681	46	1
38727	770197	770	197	1453	78	0
38728	770198	770	198	1248	83	4
38729	770199	770	199	1139	69	1
38730	770200	770	200	1326	23	0
38731	770201	770	201	1418	24	0
38732	770202	770	202	1586	29	0
38733	770203	770	203	1242	83	0
38734	770204	770	204	647	42	5
38735	770205	770	205	762	23	2
38736	770206	770	206	1082	27	1
38737	770207	770	207	1478	31	1
38738	770208	770	208	1533	48	2
38739	770209	770	209	1801	35	0
38740	770210	770	210	1556	63	2
38741	770211	770	211	1571	67	2
38742	770212	770	212	1810	9	0
38743	770213	770	213	2089	2	0
38744	770214	770	214	2697	0	0
38745	771129	771	129	2898	0	0
38746	771130	771	130	2997	0	0
38747	771131	771	131	2846	0	0
38748	771132	771	132	2605	0	0
38749	771133	771	133	2563	0	3
38750	771134	771	134	2655	0	0
38751	771135	771	135	2276	4	0
38752	771136	771	136	1935	32	3
38753	771137	771	137	1615	53	1
38754	771138	771	138	1544	72	0
38755	771139	771	139	1487	55	2
38756	771140	771	140	1546	41	3
38757	771141	771	141	1980	14	3
38758	771142	771	142	2594	0	0
38759	771143	771	143	2686	0	3
38760	771144	771	144	2431	0	0
38761	771145	771	145	2265	0	4
38762	771146	771	146	2300	0	0
38763	771147	771	147	2033	0	0
38764	771148	771	148	1997	0	2
38765	771149	771	149	2408	0	1
38766	771150	771	150	2473	0	0
38767	771151	771	151	2373	0	0
38768	771152	771	152	2296	0	1
38769	771153	771	153	2380	0	2
38770	771154	771	154	2430	0	2
38771	771155	771	155	2555	0	0
38772	771156	771	156	2529	0	0
38773	771157	771	157	2572	0	0
38774	771158	771	158	2665	0	0
38775	771159	771	159	2394	0	2
38776	771160	771	160	2404	0	0
38777	771161	771	161	2057	0	3
38778	771162	771	162	2338	0	1
38779	771163	771	163	2720	0	1
38780	771164	771	164	2642	0	0
38781	771165	771	165	2607	0	0
38782	771166	771	166	2338	0	0
38783	771167	771	167	2126	17	1
38784	771168	771	168	1870	60	1
38785	771169	771	169	1704	94	2
38786	771170	771	170	1397	87	0
38787	771171	771	171	1042	46	2
38788	771172	771	172	1112	31	5
38789	771173	771	173	1385	63	0
38790	771174	771	174	1671	93	0
38791	771175	771	175	1889	75	0
38792	771176	771	176	2199	7	1
38793	771177	771	177	2496	0	1
38794	771178	771	178	2619	0	1
38795	771179	771	179	2483	0	0
38796	771180	771	180	2213	9	0
38797	771181	771	181	1776	65	6
38798	771182	771	182	1669	78	9
38799	771183	771	183	1712	35	7
38800	771184	771	184	1804	45	3
38801	771185	771	185	1914	40	1
38802	771186	771	186	1941	13	0
38803	771187	771	187	1594	87	0
38804	771188	771	188	1245	57	9
38805	771189	771	189	1468	24	0
38806	771190	771	190	1734	53	2
38807	771191	771	191	2008	5	2
38808	771192	771	192	2192	0	0
38809	771193	771	193	2225	0	0
38810	771194	771	194	1948	7	0
38811	771195	771	195	1529	63	2
38812	771196	771	196	1345	70	3
38813	771197	771	197	1234	64	4
38814	771198	771	198	1123	69	1
38815	771199	771	199	1058	77	1
38816	771200	771	200	927	67	7
38817	771201	771	201	1146	63	0
38818	771202	771	202	1253	56	0
38819	771203	771	203	870	70	1
38820	771204	771	204	676	17	4
38821	771205	771	205	865	16	0
38822	771206	771	206	1225	26	1
38823	771207	771	207	1576	8	2
38824	771208	771	208	1889	1	1
38825	771209	771	209	2015	2	0
38826	771210	771	210	1842	9	0
38827	771211	771	211	1691	39	2
38828	771212	771	212	1913	7	0
38829	771213	771	213	2381	0	0
38830	771214	771	214	2782	0	0
38831	772129	772	129	3151	0	0
38832	772130	772	130	3193	0	0
38833	772131	772	131	3104	0	0
38834	772132	772	132	2792	0	0
38835	772133	772	133	2852	0	0
38836	772134	772	134	3023	0	0
38837	772135	772	135	2824	0	0
38838	772136	772	136	2417	0	0
38839	772137	772	137	2332	7	1
38840	772138	772	138	2086	11	0
38841	772139	772	139	2006	52	0
38842	772140	772	140	1679	80	4
38843	772141	772	141	1796	27	1
38844	772142	772	142	2298	0	1
38845	772143	772	143	2567	0	2
38846	772144	772	144	2701	0	0
38847	772145	772	145	2481	0	1
38848	772146	772	146	2519	0	1
38849	772147	772	147	2083	0	2
38850	772148	772	148	1990	0	3
38851	772149	772	149	2392	0	0
38852	772150	772	150	2689	0	1
38853	772151	772	151	2631	0	1
38854	772152	772	152	2544	0	1
38855	772153	772	153	2617	0	0
38856	772154	772	154	2603	0	0
38857	772155	772	155	2739	0	0
38858	772156	772	156	2873	0	0
38859	772157	772	157	3072	0	0
38860	772158	772	158	2748	0	0
38861	772159	772	159	2467	0	1
38862	772160	772	160	2225	0	2
38863	772161	772	161	2348	0	0
38864	772162	772	162	2373	0	3
38865	772163	772	163	2661	0	1
38866	772164	772	164	2435	0	0
38867	772165	772	165	2314	0	0
38868	772166	772	166	2112	9	1
38869	772167	772	167	2039	35	0
38870	772168	772	168	2043	66	0
38871	772169	772	169	1674	81	0
38872	772170	772	170	1132	74	1
38873	772171	772	171	1103	52	1
38874	772172	772	172	1199	77	1
38875	772173	772	173	1224	80	3
38876	772174	772	174	1605	66	0
38877	772175	772	175	1849	58	0
38878	772176	772	176	2052	8	0
38879	772177	772	177	2354	4	0
38880	772178	772	178	2491	0	5
38881	772179	772	179	2373	0	0
38882	772180	772	180	2253	1	2
38883	772181	772	181	2129	11	1
38884	772182	772	182	1905	37	2
38885	772183	772	183	1680	66	10
38886	772184	772	184	1614	51	1
38887	772185	772	185	1608	65	1
38888	772186	772	186	1643	80	0
38889	772187	772	187	1411	85	0
38890	772188	772	188	1328	30	5
38891	772189	772	189	1671	53	0
38892	772190	772	190	1851	36	3
38893	772191	772	191	2023	0	1
38894	772192	772	192	2204	0	0
38895	772193	772	193	2106	0	3
38896	772194	772	194	1909	1	4
38897	772195	772	195	1677	27	0
38898	772196	772	196	1639	52	0
38899	772197	772	197	1474	52	0
38900	772198	772	198	1341	51	0
38901	772199	772	199	1075	60	0
38902	772200	772	200	814	8	0
38903	772201	772	201	739	27	6
38904	772202	772	202	744	54	3
38905	772203	772	203	733	52	3
38906	772204	772	204	914	52	2
38907	772205	772	205	840	38	5
38908	772206	772	206	1125	50	0
38909	772207	772	207	1466	29	0
38910	772208	772	208	1744	9	0
38911	772209	772	209	1997	0	1
38912	772210	772	210	2144	4	1
38913	772211	772	211	1796	11	3
38914	772212	772	212	2062	6	0
38915	772213	772	213	2620	0	0
38916	773129	773	129	3051	0	0
38917	773130	773	130	2759	0	0
38918	773131	773	131	2865	0	0
38919	773132	773	132	2757	0	0
38920	773133	773	133	2751	0	0
38921	773134	773	134	2650	0	0
38922	773135	773	135	2689	0	0
38923	773136	773	136	2734	0	0
38924	773137	773	137	2641	0	0
38925	773138	773	138	2383	7	0
38926	773139	773	139	2082	43	0
38927	773140	773	140	1791	40	5
38928	773141	773	141	1818	52	1
38929	773142	773	142	1950	5	0
38930	773143	773	143	2350	0	3
38931	773144	773	144	2493	0	3
38932	773145	773	145	2715	0	1
38933	773146	773	146	2602	0	0
38934	773147	773	147	2287	0	0
38935	773148	773	148	2086	0	3
38936	773149	773	149	2404	0	0
38937	773150	773	150	2650	0	3
38938	773151	773	151	2676	0	1
38939	773152	773	152	2797	0	0
38940	773153	773	153	2978	0	0
38941	773154	773	154	3079	0	0
38942	773155	773	155	3092	0	0
38943	773156	773	156	3177	0	0
38944	773157	773	157	3075	0	0
38945	773158	773	158	2488	0	0
38946	773159	773	159	2277	0	4
38947	773160	773	160	2401	0	0
38948	773161	773	161	2798	0	0
38949	773162	773	162	2814	0	0
38950	773163	773	163	2844	0	6
38951	773164	773	164	2823	0	0
38952	773165	773	165	2558	0	0
38953	773166	773	166	2350	0	0
38954	773167	773	167	2345	2	0
38955	773168	773	168	1864	47	0
38956	773169	773	169	1236	82	0
38957	773170	773	170	1363	80	0
38958	773171	773	171	1716	70	0
38959	773172	773	172	1472	63	0
38960	773173	773	173	1182	77	2
38961	773174	773	174	1378	58	1
38962	773175	773	175	1706	69	0
38963	773176	773	176	1712	78	4
38964	773177	773	177	1929	52	4
38965	773178	773	178	2273	10	1
38966	773179	773	179	2493	0	0
38967	773180	773	180	2397	0	0
38968	773181	773	181	2440	0	0
38969	773182	773	182	2250	8	0
38970	773183	773	183	2004	34	0
38971	773184	773	184	1836	83	0
38972	773185	773	185	1680	84	5
38973	773186	773	186	1483	59	6
38974	773187	773	187	1383	70	1
38975	773188	773	188	1488	41	1
38976	773189	773	189	1814	34	1
38977	773190	773	190	2050	1	0
38978	773191	773	191	2199	0	1
38979	773192	773	192	2181	0	1
38980	773193	773	193	2222	0	0
38981	773194	773	194	2240	0	0
38982	773195	773	195	2131	0	1
38983	773196	773	196	1903	14	0
38984	773197	773	197	1579	42	0
38985	773198	773	198	1150	48	0
38986	773199	773	199	834	29	0
